Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
364,Jahlil Okafor\okafoja01,C,22,BRK,22,0,13.0,2.7,5.0,.541,0.0,0.1,.000,2.7,4.8,.557,.541,0.9,1.1,.760,0.6,2.3,3.0,0.5,0.1,0.6,0.7,1.9,6.2
365,Victor Oladipo\oladivi01,SG,25,IND,54,54,34.2,8.8,18.2,.483,2.3,6.1,.377,6.5,12.1,.536,.546,4.2,5.2,.812,0.6,4.8,5.4,4.2,2.1,0.8,2.8,2.4,24.1
366,Kelly Olynyk\olynyke01,PF,26,MIA,54,21,23.4,4.0,8.1,.495,1.3,3.4,.368,2.8,4.7,.588,.573,1.6,2.2,.754,1.1,4.4,5.5,2.3,0.8,0.4,2.0,2.9,11.0
367,Cedi Osman\osmande01,SF,22,CLE,48,6,9.7,1.2,2.5,.492,0.4,1.0,.388,0.8,1.4,.565,.572,0.4,0.6,.567,0.2,1.6,1.9,0.4,0.3,0.1,0.4,1.1,3.2
368,Kelly Oubre\oubreke01,SF,22,WAS,60,10,27.8,4.0,9.4,.426,1.6,4.4,.373,2.4,5.1,.472,.512,2.2,2.6,.841,0.7,3.9,4.6,1.1,0.9,0.4,1.1,2.9,11.9
369,Zaza Pachulia\pachuza01,C,33,GSW,51,48,14.7,2.4,3.9,.603,0.0,0.0,,2.4,3.9,.603,.603,1.2,1.4,.819,1.2,3.6,4.8,1.7,0.6,0.2,1.1,1.9,5.9
370,Marcus Paige\paigema01,PG,24,CHO,1,0,3.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
371,Georgios Papagiannis\papagge01,C,20,SAC,16,0,7.4,1.1,2.6,.415,0.0,0.0,,1.1,2.6,.415,.415,0.0,0.0,,0.8,1.5,2.3,0.6,0.1,0.4,0.5,0.8,2.1
372,Jabari Parker\parkeja01,PF,22,MIL,8,0,18.8,3.6,7.8,.468,0.5,1.4,.364,3.1,6.4,.490,.500,2.5,2.9,.870,1.0,2.9,3.9,0.8,0.8,0.4,1.1,1.1,10.3
373,Tony Parker\parketo01,PG,35,SAS,34,21,20.6,3.6,7.6,.473,0.1,0.6,.227,3.5,7.0,.496,.483,1.0,1.5,.667,0.1,2.0,2.1,3.9,0.6,0.0,1.3,0.8,8.4
374,Chandler Parsons\parsoch01,SF,29,MEM,27,7,20.6,3.3,6.8,.486,1.5,3.6,.417,1.8,3.2,.563,.596,0.6,0.9,.600,0.4,2.3,2.8,2.0,0.5,0.3,1.1,1.7,8.6
375,Patrick Patterson\pattepa01,PF,28,OKC,62,2,15.4,1.2,3.1,.375,0.8,2.0,.376,0.4,1.1,.373,.497,0.5,0.5,.909,0.3,1.8,2.2,0.7,0.6,0.2,0.4,1.0,3.6
376,Brandon Paul\paulbr01,SG,26,SAS,53,2,9.2,0.9,2.1,.440,0.3,0.9,.286,0.6,1.1,.567,.505,0.4,0.6,.606,0.1,1.1,1.2,0.7,0.5,0.1,0.4,0.9,2.5
377,Chris Paul\paulch01,PG,32,HOU,42,42,32.0,6.5,13.8,.467,2.5,6.6,.385,3.9,7.2,.543,.559,3.6,4.0,.911,0.7,5.1,5.8,8.2,1.8,0.3,2.3,2.4,19.1
378,Adreian Payne\paynead01,PF,26,ORL,5,0,8.6,1.4,2.0,.700,0.4,0.6,.667,1.0,1.4,.714,.800,1.0,1.2,.833,0.4,1.4,1.8,0.0,0.4,0.0,0.4,1.2,4.2
379,Cameron Payne\payneca01,PG,23,CHI,3,0,19.0,3.0,9.3,.321,0.7,4.0,.167,2.3,5.3,.438,.357,0.0,0.0,,0.7,2.0,2.7,4.0,1.0,0.7,1.0,1.3,6.7
380,Elfrid Payton\paytoel01,PG,23,TOT,50,50,29.2,5.6,10.8,.517,0.6,1.5,.364,5.0,9.2,.542,.543,1.8,2.7,.654,1.1,3.2,4.3,6.5,1.4,0.3,2.7,2.3,13.5
380,Elfrid Payton\paytoel01,PG,23,ORL,44,44,28.6,5.4,10.4,.520,0.6,1.5,.373,4.8,8.9,.545,.547,1.6,2.6,.632,1.1,2.9,4.0,6.3,1.5,0.4,2.6,2.2,13.0
380,Elfrid Payton\paytoel01,PG,23,PHO,6,6,33.8,6.7,13.3,.500,0.5,1.7,.300,6.2,11.7,.529,.519,2.8,3.7,.773,1.3,5.7,7.0,8.0,1.2,0.2,3.7,3.0,16.7
381,Gary Payton\paytoga02,PG,25,TOT,16,6,9.0,1.1,2.9,.391,0.1,0.9,.133,1.0,1.9,.516,.413,0.1,0.2,.667,0.5,0.9,1.4,0.8,0.2,0.2,0.2,1.4,2.5
381,Gary Payton\paytoga02,PG,25,MIL,12,6,8.8,1.1,2.8,.394,0.2,1.0,.167,0.9,1.8,.524,.424,0.2,0.3,.667,0.3,1.1,1.4,0.8,0.3,0.1,0.3,1.4,2.5
381,Gary Payton\paytoga02,PG,25,LAL,4,0,9.5,1.3,3.3,.385,0.0,0.8,.000,1.3,2.5,.500,.385,0.0,0.0,,1.0,0.5,1.5,1.0,0.0,0.5,0.0,1.5,2.5
382,London Perrantes\perralo01,PG,23,CLE,2,0,2.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
383,Alec Peters\peteral01,PF,22,PHO,9,0,9.0,0.6,2.7,.208,0.3,2.3,.143,0.2,0.3,.667,.271,0.3,0.3,1.000,0.4,1.6,2.0,0.8,0.0,0.2,0.1,0.2,1.8
384,Marshall Plumlee\plumlma02,C,25,MIL,7,0,6.4,0.1,0.4,.333,0.0,0.0,,0.1,0.4,.333,.333,1.7,2.3,.750,0.6,1.7,2.3,0.3,0.0,0.1,0.4,1.1,2.0
385,Mason Plumlee\plumlma01,C,27,DEN,52,26,20.9,3.2,5.4,.584,0.0,0.0,.000,3.2,5.4,.586,.584,1.2,2.6,.438,1.8,4.0,5.8,2.0,0.7,1.1,1.6,2.4,7.5
386,Miles Plumlee\plumlmi01,C,29,ATL,40,34,16.8,1.9,3.1,.613,0.0,0.0,,1.9,3.1,.613,.613,0.5,1.0,.439,1.3,2.5,3.7,0.9,0.4,0.6,1.2,1.5,4.3
387,Jakob Poeltl\poeltja01,C,22,TOR,59,0,18.2,3.0,4.7,.649,0.0,0.0,.500,3.0,4.6,.650,.650,0.8,1.3,.582,2.0,2.6,4.6,0.6,0.4,1.3,1.0,2.7,6.9
388,Quincy Pondexter\pondequ01,SF,29,CHI,23,1,8.5,0.6,2.1,.286,0.1,1.0,.136,0.5,1.2,.407,.316,0.6,0.7,.824,0.3,0.8,1.2,0.4,0.3,0.1,0.5,1.0,2.0
389,Otto Porter\porteot01,SF,24,WAS,56,56,31.9,5.8,11.6,.497,1.7,4.1,.410,4.1,7.5,.544,.569,1.4,1.7,.842,1.3,5.1,6.4,2.1,1.6,0.5,0.9,2.1,14.6
390,Bobby Portis\portibo01,PF,22,CHI,51,1,21.3,5.1,10.7,.473,1.0,2.9,.345,4.1,7.8,.520,.519,1.9,2.4,.793,2.2,4.2,6.4,1.6,0.6,0.3,1.2,1.5,13.0
391,Kristaps Porzingis\porzikr01,PF,22,NYK,48,48,32.4,8.1,18.5,.439,1.9,4.8,.393,6.3,13.8,.455,.489,4.5,5.7,.793,1.3,5.3,6.6,1.2,0.8,2.4,1.9,2.9,22.7
392,Dwight Powell\poweldw01,C,26,DAL,60,7,20.2,3.1,5.2,.588,0.2,0.9,.264,2.8,4.3,.654,.610,1.5,2.1,.726,1.7,3.7,5.3,1.0,0.8,0.4,0.7,2.3,7.9
393,Norman Powell\powelno01,SG,24,TOR,50,12,16.0,2.3,5.8,.403,0.8,2.7,.291,1.5,3.1,.500,.470,0.6,0.7,.806,0.2,1.6,1.7,1.4,0.6,0.3,1.0,1.8,6.0
394,Alex Poythress\poythal01,PF,24,IND,22,0,4.2,0.5,1.0,.455,0.1,0.4,.375,0.3,0.6,.500,.523,0.0,0.0,,0.3,0.3,0.6,0.1,0.1,0.0,0.1,0.6,1.0
395,Jacob Pullen\pulleja01,PG,28,PHI,3,0,2.0,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7
396,Zhou Qi\qizh01,C,22,HOU,14,0,5.4,0.3,1.7,.167,0.1,1.1,.133,0.1,0.6,.222,.208,0.5,0.7,.700,0.1,0.8,0.9,0.1,0.1,0.4,0.4,0.9,1.2
397,Ivan Rabb\rabbiv01,PF,20,MEM,19,1,11.4,2.1,3.3,.619,0.0,0.0,,2.1,3.3,.619,.619,0.6,0.8,.800,1.2,2.1,3.3,0.6,0.2,0.2,1.0,1.2,4.7
398,Julius Randle\randlju01,C,23,LAL,60,27,24.9,5.8,10.4,.561,0.2,0.7,.225,5.7,9.7,.584,.568,3.0,4.3,.685,2.1,5.5,7.6,2.5,0.5,0.6,2.5,3.3,14.8
399,Zach Randolph\randoza01,PF,36,SAC,51,49,25.8,6.2,12.8,.485,0.9,2.4,.369,5.3,10.4,.512,.520,1.5,1.8,.796,1.8,5.2,7.0,2.1,0.8,0.2,2.1,2.1,14.8
400,J.J. Redick\redicjj01,SG,33,PHI,47,47,31.7,5.6,12.6,.441,2.7,6.7,.399,2.9,6.0,.488,.546,2.8,3.0,.936,0.1,2.5,2.7,3.2,0.6,0.1,1.4,2.0,16.6
401,Davon Reed\reedda01,SG,22,PHO,7,0,8.0,0.4,2.1,.200,0.3,1.0,.286,0.1,1.1,.125,.267,0.1,0.3,.500,0.0,0.9,0.9,0.6,0.3,0.1,0.3,0.9,1.3
402,Willie Reed\reedwi02,C,27,TOT,42,5,10.2,1.9,2.9,.669,0.0,0.0,.500,1.9,2.8,.672,.674,0.8,1.3,.582,0.8,2.0,2.9,0.2,0.2,0.5,0.5,1.3,4.6
402,Willie Reed\reedwi02,C,27,LAC,39,5,10.7,2.1,3.1,.667,0.0,0.1,.500,2.0,3.0,.669,.671,0.8,1.4,.582,0.9,2.2,3.1,0.2,0.2,0.6,0.5,1.4,4.9
402,Willie Reed\reedwi02,C,27,DET,3,0,3.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,1.0,0.7
403,Josh Richardson\richajo01,SF,24,MIA,60,60,34.0,5.1,11.1,.455,1.7,4.5,.382,3.4,6.7,.504,.532,1.5,1.8,.826,0.8,2.6,3.4,2.8,1.4,0.9,1.9,2.5,13.3
404,Malachi Richardson\richama01,SG,22,TOT,26,4,12.5,1.2,3.5,.333,0.5,1.5,.300,0.7,1.9,.360,.400,0.7,0.8,.773,0.2,1.1,1.3,0.5,0.4,0.0,0.4,1.0,3.4
404,Malachi Richardson\richama01,SG,22,SAC,25,4,12.8,1.2,3.5,.330,0.5,1.6,.308,0.7,2.0,.347,.398,0.7,0.9,.773,0.2,1.1,1.3,0.5,0.4,0.0,0.4,1.1,3.5
404,Malachi Richardson\richama01,SG,22,TOR,1,0,5.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
405,Austin Rivers\riverau01,SG,25,LAC,38,36,33.1,5.7,13.4,.426,2.4,6.2,.393,3.3,7.2,.455,.517,1.7,2.6,.640,0.4,1.8,2.2,3.8,1.1,0.2,1.8,2.6,15.5
406,Andre Roberson\roberan03,SG,26,OKC,39,39,26.6,2.2,4.2,.537,0.2,0.9,.222,2.0,3.2,.627,.562,0.3,1.0,.316,1.9,2.8,4.7,1.2,1.2,0.9,0.8,2.3,5.0
407,Glenn Robinson\robingl02,SF,24,IND,2,0,20.0,3.0,6.0,.500,0.0,1.5,.000,3.0,4.5,.667,.500,1.0,1.5,.667,1.0,0.5,1.5,2.0,0.5,0.0,0.5,1.0,7.0
408,Rajon Rondo\rondora01,PG,31,NOP,46,44,25.1,3.2,7.1,.456,0.8,2.3,.346,2.4,4.8,.509,.512,0.3,0.5,.522,0.5,3.2,3.7,7.5,0.9,0.2,2.2,1.8,7.5
409,Derrick Rose\rosede01,PG,29,CLE,16,7,19.3,3.6,8.3,.439,0.4,1.5,.250,3.3,6.8,.481,.462,2.2,2.6,.854,0.6,1.2,1.8,1.6,0.2,0.3,1.8,0.9,9.8
410,Terrence Ross\rosste01,SG,26,ORL,22,20,26.2,3.3,8.0,.407,1.3,3.9,.329,2.0,4.2,.478,.486,1.2,1.6,.743,0.5,2.7,3.2,1.6,1.2,0.4,1.1,2.0,9.0
411,Terry Rozier\roziete01,PG,23,BOS,62,3,24.1,3.6,9.1,.395,1.7,4.5,.379,1.9,4.6,.412,.489,1.4,1.8,.771,0.8,3.7,4.5,2.5,1.0,0.2,0.9,1.5,10.3
412,Ricky Rubio\rubiori01,PG,27,UTA,57,57,29.1,4.2,10.3,.406,1.1,3.4,.326,3.1,6.9,.445,.460,2.6,3.0,.866,0.5,3.7,4.2,5.2,1.5,0.1,2.8,2.6,12.1
413,D'Angelo Russell\russeda01,PG,21,BRK,27,14,24.4,5.9,14.0,.420,1.3,4.8,.279,4.6,9.3,.492,.467,2.3,3.2,.733,0.6,3.1,3.7,4.7,0.7,0.2,3.3,2.1,15.4
414,Domantas Sabonis\sabondo01,C,21,IND,58,19,25.2,4.8,9.1,.528,0.2,0.5,.345,4.6,8.6,.538,.537,2.4,3.3,.732,2.4,5.7,8.1,2.2,0.5,0.5,2.0,2.9,12.2
415,JaKarr Sampson\sampsja02,SF,24,SAC,13,3,14.3,1.9,3.0,.641,0.2,0.4,.600,1.7,2.6,.647,.679,0.2,0.3,.750,1.0,2.7,3.7,0.5,0.3,0.7,0.4,2.2,4.3
416,Dario Saric\saricda01,PF,23,PHI,57,52,30.7,5.2,11.6,.444,1.9,5.1,.381,3.2,6.5,.493,.527,2.3,2.6,.885,2.1,4.8,6.9,2.7,0.7,0.3,1.9,2.0,14.5
417,Tomas Satoransky\satorto01,SG,26,WAS,51,12,19.3,2.4,4.5,.528,0.6,1.3,.478,1.8,3.2,.549,.597,1.0,1.3,.754,0.8,1.7,2.5,3.4,0.7,0.2,0.8,1.5,6.4
418,Dennis Schroder\schrode01,PG,24,ATL,57,57,31.1,7.4,17.1,.434,1.1,3.8,.286,6.4,13.3,.476,.466,3.4,3.9,.869,0.7,2.4,3.1,6.2,1.1,0.1,2.6,2.1,19.4
419,Mike Scott\scottmi01,PF,29,WAS,55,1,18.3,3.7,6.8,.543,0.9,2.3,.411,2.8,4.5,.608,.611,0.6,0.9,.680,0.6,2.6,3.2,0.9,0.3,0.2,1.1,2.0,8.9
420,Thabo Sefolosha\sefolth01,SF,33,UTA,38,6,21.2,3.1,6.3,.492,0.8,2.2,.381,2.3,4.1,.551,.558,1.2,1.4,.815,0.8,3.5,4.2,0.9,1.4,0.3,0.8,1.6,8.2
421,Wayne Selden\seldewa01,SG,23,MEM,20,8,19.5,2.9,7.1,.404,1.2,3.2,.381,1.7,3.9,.423,.489,1.4,1.9,.730,0.5,1.3,1.8,1.8,0.6,0.1,1.8,2.0,8.3
422,Ramon Sessions\sessira01,PG,31,NYK,13,3,12.8,1.3,4.1,.321,0.2,0.8,.182,1.2,3.2,.357,.340,0.9,1.2,.800,0.1,1.3,1.4,2.1,0.5,0.1,1.2,1.1,3.7
423,Iman Shumpert\shumpim01,SG,27,CLE,14,6,19.7,1.6,4.1,.379,0.5,1.9,.269,1.1,2.3,.469,.440,0.8,1.1,.733,0.5,2.4,2.9,1.2,0.6,0.4,1.2,1.6,4.4
424,Pascal Siakam\siakapa01,PF,23,TOR,58,4,20.1,3.0,6.0,.499,0.3,1.8,.189,2.6,4.2,.635,.527,0.6,1.1,.607,1.1,3.4,4.5,1.9,0.8,0.5,0.8,2.0,6.9
425,Ben Simmons\simmobe01,PG,21,PHI,57,57,34.8,7.1,13.2,.533,0.0,0.2,.000,7.1,13.1,.540,.533,2.6,4.6,.569,1.8,5.9,7.7,7.4,1.8,0.9,3.6,2.7,16.7
426,Jonathon Simmons\simmojo02,SG,28,ORL,59,40,29.1,5.2,11.1,.466,0.9,2.8,.321,4.3,8.3,.516,.508,2.5,3.2,.775,0.9,2.6,3.5,2.4,0.8,0.3,2.1,2.5,13.8
427,Kobi Simmons\simmoko01,PG,20,MEM,13,0,15.3,1.6,4.1,.396,0.2,1.0,.231,1.4,3.1,.450,.425,0.5,0.5,1.000,0.2,1.2,1.5,1.2,0.6,0.2,0.8,1.4,4.0
428,Kyle Singler\singlky01,SF,29,OKC,12,0,4.9,0.6,1.8,.333,0.2,0.4,.400,0.4,1.3,.313,.381,0.6,1.1,.538,0.1,0.8,0.8,0.2,0.1,0.0,0.3,0.3,1.9
429,Marcus Smart\smartma01,SG,23,BOS,49,10,30.0,3.5,9.6,.363,1.3,4.6,.295,2.1,5.0,.425,.433,1.7,2.4,.726,0.8,2.7,3.5,4.7,1.3,0.4,2.4,2.6,10.1
430,Dennis Smith\smithde03,PG,20,DAL,53,53,29.2,5.6,14.3,.389,1.5,4.9,.307,4.1,9.4,.433,.442,2.0,2.8,.689,0.7,3.2,3.9,4.8,1.0,0.2,2.9,2.2,14.6
431,Ish Smith\smithis01,PG,29,DET,60,25,24.7,4.8,10.0,.482,0.2,0.8,.277,4.6,9.2,.499,.492,1.2,1.7,.696,0.4,2.4,2.8,4.5,0.8,0.2,1.3,1.8,11.0
432,J.R. Smith\smithjr01,SG,32,CLE,58,55,29.4,3.0,7.6,.395,1.9,5.3,.367,1.1,2.3,.462,.524,0.4,0.7,.684,0.4,2.6,2.9,1.9,0.9,0.2,0.9,2.2,8.4
433,Jason Smith\smithja02,C,31,WAS,23,2,9.4,1.3,3.7,.349,0.0,1.0,.045,1.3,2.8,.453,.355,0.7,0.7,.882,0.7,1.0,1.7,0.5,0.1,0.4,0.5,1.7,3.3
434,Josh Smith\smithjo03,PF,32,NOP,3,0,4.0,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,0.0,0.0,,1.0,0.3,1.3,0.0,0.0,0.0,0.0,1.0,0.7
435,Tony Snell\snellto01,SG,26,MIL,54,42,29.0,2.6,6.0,.438,1.5,3.6,.405,1.1,2.4,.488,.561,0.6,0.7,.775,0.2,2.0,2.1,1.2,0.6,0.4,0.5,1.6,7.3
436,Marreese Speights\speigma01,C,30,ORL,47,3,13.3,2.7,6.9,.393,1.7,4.6,.369,1.0,2.3,.443,.517,0.8,1.1,.760,0.4,2.2,2.7,0.8,0.1,0.4,0.8,2.1,7.9
437,Nik Stauskas\stausni01,SG,24,TOT,33,0,12.7,1.4,3.5,.385,1.0,2.4,.405,0.4,1.2,.342,.521,0.5,0.6,.800,0.1,1.4,1.5,0.9,0.2,0.1,0.6,0.5,4.2
437,Nik Stauskas\stausni01,SG,24,PHI,6,0,7.5,0.2,0.7,.250,0.0,0.2,.000,0.2,0.5,.333,.250,0.3,0.3,1.000,0.0,0.2,0.2,0.2,0.7,0.0,0.7,0.5,0.7
437,Nik Stauskas\stausni01,SG,24,BRK,27,0,13.9,1.6,4.2,.389,1.2,2.9,.410,0.4,1.3,.343,.531,0.5,0.7,.778,0.1,1.7,1.8,1.0,0.1,0.1,0.6,0.5,5.0
438,Lance Stephenson\stephla01,SG,27,IND,60,6,23.3,3.7,8.5,.435,0.9,2.8,.313,2.8,5.7,.494,.486,1.0,1.5,.663,0.8,4.7,5.5,3.1,0.6,0.2,1.7,2.2,9.3
439,Julyan Stone\stoneju01,SG,29,CHO,11,0,3.9,0.2,0.4,.500,0.2,0.4,.500,0.0,0.0,,.750,0.0,0.0,,0.0,1.0,1.0,0.9,0.2,0.1,0.4,0.8,0.5
440,Caleb Swanigan\swanica01,PF,20,POR,17,3,8.2,0.9,2.6,.356,0.1,0.4,.167,0.9,2.3,.385,.367,0.5,0.8,.615,0.8,1.4,2.2,0.5,0.3,0.2,0.6,1.5,2.4
441,Jayson Tatum\tatumja01,SF,19,BOS,62,62,30.7,4.7,10.0,.472,1.3,3.0,.429,3.4,7.0,.491,.536,2.7,3.2,.829,0.7,4.4,5.0,1.4,1.0,0.8,1.3,2.1,13.4
442,Isaiah Taylor\taylois01,PG,23,ATL,46,0,14.7,1.9,4.4,.438,0.3,1.0,.273,1.7,3.4,.484,.468,1.0,1.6,.649,0.3,1.0,1.3,2.4,0.5,0.2,0.9,1.3,5.1
443,Jeff Teague\teaguje01,PG,29,MIN,53,53,33.2,4.9,11.0,.444,1.2,3.1,.376,3.7,7.9,.471,.497,2.6,3.1,.825,0.4,2.6,3.0,7.0,1.5,0.3,2.6,2.5,13.5
444,Mirza Teletovic\teletmi01,PF,32,MIL,10,0,15.9,2.5,5.7,.439,2.1,4.5,.467,0.4,1.2,.333,.623,0.0,0.0,,0.3,2.0,2.3,1.0,0.4,0.1,0.7,1.4,7.1
445,Garrett Temple\templga01,SG,31,SAC,55,34,25.0,3.1,7.5,.411,1.3,3.5,.380,1.8,4.0,.437,.499,0.9,1.2,.731,0.4,2.1,2.4,2.1,0.9,0.4,1.3,2.1,8.4
446,Milos Teodosic\teodomi01,PG,30,LAC,29,26,24.8,3.2,8.3,.388,1.9,5.5,.350,1.3,2.8,.463,.504,0.8,0.9,.880,0.5,2.5,3.0,5.0,0.5,0.1,2.3,2.4,9.2
447,Jason Terry\terryja01,SG,40,MIL,28,0,11.9,0.9,2.4,.388,0.6,1.7,.362,0.3,0.7,.450,.515,0.1,0.1,1.000,0.0,0.8,0.8,0.8,0.5,0.2,0.4,1.0,2.6
448,Daniel Theis\theisda01,C,25,BOS,60,3,14.8,2.0,3.8,.540,0.3,0.9,.321,1.7,2.8,.612,.580,1.0,1.3,.756,1.5,2.9,4.4,0.9,0.5,0.8,0.9,2.5,5.4
449,Isaiah Thomas\thomais02,PG,28,TOT,21,14,25.8,4.5,12.1,.369,1.5,5.7,.269,3.0,6.5,.456,.431,3.8,4.2,.899,0.4,1.5,1.9,4.5,0.6,0.1,2.8,1.8,14.3
449,Isaiah Thomas\thomais02,PG,28,CLE,15,14,27.1,4.7,12.9,.361,1.5,5.8,.253,3.2,7.1,.449,.418,3.9,4.5,.868,0.5,1.6,2.1,4.5,0.6,0.1,2.7,1.7,14.7
449,Isaiah Thomas\thomais02,PG,28,LAL,6,0,22.7,4.0,10.2,.393,1.7,5.3,.313,2.3,4.8,.483,.475,3.5,3.5,1.000,0.2,1.3,1.5,4.3,0.5,0.2,3.0,2.2,13.2
450,Lance Thomas\thomala01,PF,29,NYK,59,22,18.2,1.4,3.4,.399,0.6,1.5,.400,0.8,1.9,.398,.488,0.6,0.8,.844,0.6,1.8,2.4,0.6,0.4,0.2,0.5,1.7,4.0
451,Klay Thompson\thompkl01,SG,27,GSW,60,60,34.1,7.8,15.8,.495,3.2,7.1,.448,4.6,8.7,.534,.596,1.1,1.4,.840,0.4,3.5,3.9,2.6,0.7,0.6,1.7,1.7,20.0
452,Tristan Thompson\thomptr01,C,26,CLE,39,18,21.2,2.7,4.5,.598,0.0,0.0,,2.7,4.5,.598,.598,0.8,1.4,.589,2.2,4.1,6.2,0.6,0.3,0.4,0.7,2.1,6.2
453,Sindarius Thornwell\thornsi01,SG,23,LAC,50,8,12.8,1.1,2.5,.444,0.3,0.8,.385,0.8,1.7,.471,.504,0.6,0.9,.674,0.3,1.2,1.4,0.7,0.5,0.3,0.6,1.5,3.2
454,Anthony Tolliver\tollian01,PF,32,DET,57,6,21.2,2.5,5.6,.438,1.8,4.4,.410,0.6,1.2,.536,.598,1.2,1.5,.802,0.6,2.3,2.9,1.2,0.4,0.2,0.8,1.8,7.9
455,Karl-Anthony Towns\townska01,C,22,MIN,64,64,35.2,7.5,13.7,.545,1.4,3.5,.413,6.0,10.2,.590,.598,4.0,4.6,.861,2.9,9.3,12.3,2.4,0.8,1.5,2.0,3.4,20.3
456,P.J. Tucker\tuckepj01,SF,32,HOU,60,12,27.7,1.9,5.0,.380,1.2,3.4,.361,0.7,1.6,.418,.502,0.6,0.8,.804,1.1,4.5,5.6,0.9,1.0,0.2,0.8,2.6,5.6
457,Evan Turner\turneev01,SF,29,POR,57,28,25.8,3.2,7.2,.445,0.4,1.4,.305,2.8,5.8,.480,.476,1.2,1.4,.840,0.4,3.0,3.4,2.1,0.6,0.4,1.4,2.0,8.1
458,Myles Turner\turnemy01,C,21,IND,44,41,28.3,5.0,10.2,.493,0.9,2.5,.367,4.1,7.8,.534,.538,2.6,3.5,.757,1.4,5.4,6.8,1.5,0.5,2.1,1.5,2.9,13.6
459,Ekpe Udoh\udohek01,C,30,UTA,50,3,14.7,1.2,2.2,.537,0.0,0.0,,1.2,2.2,.537,.537,0.8,1.1,.759,1.2,1.4,2.7,1.0,0.8,1.2,0.3,1.8,3.1
460,Tyler Ulis\ulisty01,PG,22,PHO,56,37,22.5,2.6,7.0,.376,0.5,1.8,.257,2.2,5.2,.417,.409,1.0,1.3,.806,0.3,1.3,1.6,3.9,1.0,0.1,1.6,1.7,6.8
461,Jonas Valanciunas\valanjo01,C,25,TOR,55,55,22.1,4.7,8.3,.564,0.4,0.8,.455,4.3,7.5,.576,.586,2.0,2.5,.824,2.3,6.1,8.4,1.0,0.4,0.8,1.4,2.6,11.8
462,Denzel Valentine\valende01,SG,24,CHI,60,32,27.7,3.8,9.2,.409,1.8,4.7,.375,2.0,4.5,.446,.505,0.5,0.6,.816,0.7,4.7,5.4,3.1,0.7,0.1,1.2,2.4,9.8
463,Fred VanVleet\vanvlfr01,PG,23,TOR,56,0,18.9,2.9,6.7,.430,1.2,3.0,.408,1.7,3.7,.447,.521,1.0,1.2,.877,0.3,2.2,2.4,3.1,0.9,0.2,0.9,1.7,8.0
464,Rashad Vaughn\vaughra01,SG,21,TOT,26,0,7.2,0.8,2.0,.431,0.5,1.3,.371,0.3,0.6,.563,.559,0.2,0.2,.667,0.1,0.6,0.7,0.5,0.2,0.1,0.2,0.5,2.3
464,Rashad Vaughn\vaughra01,SG,21,MIL,22,0,7.9,1.0,2.3,.420,0.6,1.6,.371,0.4,0.7,.533,.550,0.2,0.3,.667,0.1,0.7,0.8,0.5,0.2,0.1,0.2,0.5,2.7
464,Rashad Vaughn\vaughra01,SG,21,BRK,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
464,Rashad Vaughn\vaughra01,SG,21,ORL,3,0,3.7,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.3,0.3,0.7,0.0,0.3,0.0,0.0,0.0,0.7
465,Noah Vonleh\vonleno01,PF,22,TOT,37,12,14.3,1.5,2.9,.500,0.1,0.3,.455,1.3,2.6,.505,.523,0.7,1.0,.703,1.0,4.2,5.2,0.4,0.2,0.4,0.5,1.1,3.8
465,Noah Vonleh\vonleno01,PF,22,POR,33,12,14.4,1.4,2.9,.490,0.1,0.2,.333,1.4,2.7,.500,.500,0.7,0.9,.742,1.1,4.0,5.1,0.4,0.2,0.3,0.5,1.3,3.6
465,Noah Vonleh\vonleno01,PF,22,CHI,4,0,13.0,1.8,3.0,.583,0.8,1.3,.600,1.0,1.8,.571,.708,0.8,1.5,.500,0.5,5.8,6.3,0.8,0.3,0.5,0.8,0.0,5.0
466,Nikola Vucevic\vucevni01,C,27,ORL,37,37,29.9,7.2,14.6,.494,1.5,4.1,.355,5.8,10.5,.549,.544,1.3,1.6,.803,1.8,7.4,9.1,3.2,1.1,1.2,1.9,2.5,17.3
